0,SansAnimation,
0,SansHead,ClosedEyes,
0,SansText,it's a beautifal day     outside.,
0,SansText,birds are singing.,
0,SansText,flowers are blooming...,
0,SansText,on days like these.,
0,SansText,kids like you...,
0,BlackScreen,1,
0,Sound,Flash,
0.06666,BlackScreen,0,
0,Sound,Flash,
0,SansHead,NoEyes,
0,HeartTeleport,320,320,
0,CombatZoneResizeInstant,250,250,390,390,
0,SansText,SHOULD BE BURNING IN     HELL.,
0,SansHead,BlueEye,
0,SansBody,HandDown,
0,SansSlam,1,
0.3,SansHead,NoEyes,
0,BoneStab,1,60,0.3,0.3,
0.3,SansBody,HandUp,
0.7,SansBody,HandRight,
0,HeartMode,0
0,Sound,GasterBlaster,
0,BoneVRepeat,200,250,70,0,250,10,3,
0.3,BoneVRepeat,200,320,70,0,250,10,3,
0.3,BoneVRepeat,200,250,70,0,250,10,3,
0.3,BoneVRepeat,200,320,70,0,250,10,3,
0.3,BoneVRepeat,200,250,70,0,250,10,3,
0.3,BoneVRepeat,200,250,70,0,250,10,3,
0.3,BoneVRepeat,200,320,70,0,250,10,3,
0.3,SansBody,HandLeft,
0.1,GasterBlaster,1,300,0,250,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,260,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,270,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,280,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,290,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,300,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,310,200,90,0.3,0.3,
0.5,GasterBlaster,1,300,0,390,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,380,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,370,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,360,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,350,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,340,200,90,0.3,0.3,
0.1,GasterBlaster,1,300,0,330,200,90,0.3,0.3,
0.3,GasterBlaster,0,300,0,440,290,180,0.3,0.3,
0,GasterBlaster,0,300,0,200,350,0,0.3,0.3,
0.1,GasterBlaster,0,300,0,440,280,180,0.3,0.3,
0,GasterBlaster,0,300,0,200,360,0,0.3,0.3,
0.1,GasterBlaster,0,300,0,440,270,180,0.3,0.3,
0,GasterBlaster,0,300,0,200,370,0,0.3,0.3,
0.1,GasterBlaster,0,300,0,440,260,180,0.3,0.3,
0,GasterBlaster,0,300,0,200,380,0,0.3,0.3,
0.1,GasterBlaster,0,300,0,440,250,180,0.3,0.3,
0,GasterBlaster,0,300,0,200,390,0,0.3,0.3,
0.3,GasterBlaster,0,300,0,290,440,270,0.3,0.3,
0,GasterBlaster,0,300,0,350,200,90,0.3,0.3,
0.1,GasterBlaster,0,300,0,280,440,270,0.3,0.3,
0,GasterBlaster,0,300,0,360,200,90,0.3,0.3,
0.1,GasterBlaster,0,300,0,270,440,270,0.3,0.3,
0,GasterBlaster,0,300,0,370,200,90,0.3,0.3,
0.1,GasterBlaster,0,300,0,260,440,270,0.3,0.3,
0,GasterBlaster,0,300,0,380,200,90,0.3,0.3,
0.1,GasterBlaster,0,300,0,250,440,270,0.3,0.3,
0,GasterBlaster,0,300,0,390,200,90,0.3,0.3,
0.5,GasterBlaster,2,300,0,320,200,90,1.0,0.5,
0,GasterBlaster,1,300,0,390,200,90,0.5,0.3,
0,GasterBlaster,1,300,0,250,200,90,0.5,0.3,
0,GasterBlaster,0,300,0,200,320,0,0.3,0.3,
0,GasterBlaster,0,300,0,440,320,180,0.3,0.3,
3,SansHead,LookLeft,
0,SansText,huh.,
0,SansTorso,Shrug,
0,SansText,always wondered why          i never go this hard,
0,SansHead,Default,
0,EndAttack,
